Title,Videourl,Category,Description
"AMAZING Indian Food in Kerala, India | BEST Indian Food Homemade Indian Cuisine",/watch?v=Td1GEThVEnU,Food,"FOOD RANGER MERCH NOW AVAILABLE! http://bit.ly/FOODRANGER
Follow me on Insta: http://bit.ly/2c5ojch
And subscribe to my channel here: http://bit.ly/2cCy2ub
Indian food in Kerala blew me away. If you enjoy Indian food and Indian cuisine and Indian street food, then I think you'll love my Indian food series. This time I came to Southern India to sample specialty foods from Kerala. I was invited to a local home and had an amazing home cooked meal! We also had a Keralan backwaters canoe paddle! It was the best experience from my trip to india! You can check out my other Indian food videos on my channel!

Check out my Mumbai street food video:  https://www.youtube.com/watch?v=ltUDZD1vgxQ
My Hyderabad street food video:
https://www.youtube.com/watch?v=CiHGmJo5xh4
Indian Street Food Hyderabad - Indian Street Food - Street Food India
Indian street food and Indian Food is something I've always dreamed about trying! So I flew to Hyderabad, India and have been eating street food and curry + biryani non-stop. Best Street Food I've tasted! The Indian food is so good in Hyderabad! So far, I've eaten street food in Chennai, street food in Hyderabad, and street food in Mumbai, all of which has been amazing!

The street food in Hyderabad was so delicious. The restaurant food was also very nice! I had some amazing curry and biryani and haleem!

MY GEAR AND RESOURCES + MERCH
► New Camera (AWESOME 4K) : https://amzn.to/2MnyBsg
► Main Lens: https://amzn.to/2MjnuAr
► Great Second Lens (FOR CLOSEUPS): https://amzn.to/2ntJvhG
► Favourite Telephoto: https://amzn.to/2vy3lwU
► Take everywhere cam: https://amzn.to/2P0b2Eb
► Action Cam (WATERPROOF) https://amzn.to/2Macjec
► Audio Setup (GREAT for clear voice): https://amzn.to/2MgzYJc
► Memory Card (for 4K footage): https://amzn.to/2OZrOTO
► Editing Computer (SUPER FAST): https://amzn.to/2M9nIuD
► Main External Hard Drive: https://amzn.to/2OXr4P3
► Main SSD Hard Drive: https://amzn.to/2OZOyTS
► How I Access The Internet ANYWHERE: https://amzn.to/2vv0TY3

► MUSIC I USE (Great For YouTubers): http://bit.ly/FoodRangerMusic

►BEST VPN FOR CHINA (ACCESS YOUTUBE):
http://bit.ly/AccessYouTubeinChina

► MERCH AVAILABLE HERE: https://shop.bonfire.com/thefoodranger/
ABOUT THE FOOD RANGER
-----------------------------------------------------------------------------------------
My name is Trevor James and I'm a hungry traveler and Mandarin learner that's currently living in Chengdu, Szechuan, China,  eating up as much delicious .

 I enjoy tasting and documenting as many dishes as I can and I'm going to make videos for YOU along the way! Over the next few years, I'm going to travel around the world and document as much food as I can for you! I love delicious food! This channel will show you real Chinese food and real local food, not that stuff they serve in the Buzzfeed challenge.

Thanks for watching, and please feel free to leave a comment, suggestion, or critique in the comments below!

Please make sure to subscribe, it's the best way to keep my videos in your feed, and give me a thumbs up too if you liked this food video, thanks, I appreciate it! You could also share the video too if you liked it, that would be awesome.

-----------------------------------------------------------------------------------------
Facebook: https://www.facebook.com/foodrangin
Twitter: https://twitter.com/FoodRanger
Insta: https://instagram.com/thefoodranger

/ indian food indian street food taste test gordon ramsay best top cooking cuisine kitchen

Love the music I use? Get a FREE month from me to you! I'm using this library for a few months now (since July 2017) and LOVE it. http://bit.ly/FoodRangerMusic
 ► My Food Blog: https://www.thefoodranger.com/"
31 CRAZY FOOD HACKS YOU SHOULD TRY,/watch?v=yXYRqE9VvBE,Food,"BEST SLOW COOKER RECIPES

Everyone has eggs in the refrigerator as it’s the most popular and versatile product that is used for different dishes. Besides, it’s the best choice for healthy eaters, because eggs contain a lot of protein, vitamins, and Omega-3. You will find quick and delicious recipes with eggs in this video: egg roll with ham; egg pasta; eggs baked in the orange;
You will learn how to make baked avocados with eggs. This not only an easy recipe but also a healthy breakfast to start your day right. Cut avocado and arrange halves in a baking tray. Carefully separate yolks using a plastic bottle and gently put 1 egg yolk into every avocado half. Season each filled avocado with paprika, dried bacon, ham, parsley or cheese and bake for 30 minutes.
Find out cool recipes prepared in the slow cooker: omelet; bread; stuffed potatoes, hot dogs, chicken, meatballs and a lot more! Try this easy breakfast recipe - an omelet made in the slow cooker. Combine eggs with carbonated water and paper in a slow cooker using whisk and cook. You can make chocolate fondue in a slow cooker. Put dark chocolate, milk chocolate, and white chocolate into different jars and melt quickly in the slow cooker. One more cool dessert to make is to mix chocolate, cocoa, milk, heavy cream, and vanilla. Boil the mixture a bit and add marshmallows. Enjoy your drink!  Stuffed potatoes are so delicious and easy to make at home. Wrap potatoes in aluminum foil and bake in the slow cooker after that add any topping you like. Ready! Here is a quick recipe of super delicious meatballs! In a bowl, mix ground beef, 2 eggs, breadcrumbs, and parsley. Make a ball and add a square of cheese in the center. Place meatballs into slow cooker and cover with tomato sauce.

TIMESTAMPS:
00:17 Delicious egg hacks
00:43 Egg pasta
02:54 Baked avocado with eggs
05:18 Slow cooker recipes
06:27 Chocolate fondue
08:05 Hotdogs in the slow cooker
09:25 Cheese meatballs


----------------------------------------------------------------------------------------
Our Social Media:

Facebook: https://www.facebook.com/5min.crafts/
Instagram: https://www.instagram.com/5.min.crafts/
Twitter: https://twitter.com/5m_crafts

Subscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz
Subscribe to 5-Minute Crafts KIDS: https://goo.gl/PEuLVt
Subscribe to 5-Minute Crafts MEN: http://bit.ly/2S69VUG

The Bright Side of Youtube: https://goo.gl/rQTJZz

----------------------------------------------------------------------------------------
For more videos and articles visit:
http://www.brightside.me

Music by Epidemic Sound: https://www.epidemicsound.com/"
Arts For Healing: Music and Art Therapy,/watch?v=6By9oTQIQxQ,Art&Music,Art and Music Therapy for Special Needs Children and Adults Visit ArtsForHealing.org for More!
Why Haven’t Hydrogen Vehicles Taken Over the World Yet?,/watch?v=3Z_19bRFblw,Science&Technology,"Hydrogen fuel cells are promoted as efficient and carbon free, but what happened to hydrogen cars?

Why a Half Degree Rise in Global Temperature Would Be Catastrophic - https://youtu.be/teZk3NLU_7M

Read More:
Gas guzzlers reborn: Why your next car could run on hydrogen
https://www.newscientist.com/article/mg23931942-000-gas-guzzlers-reborn-why-your-next-car-could-run-on-hydrogen/
“Now, there are signs of a comeback. A recent survey of more than 900 global automotive executives by consulting firm KPMG found that 52 percent rated hydrogen fuel cell vehicles as a leading industry trend. Japan has announced plans to put 40,000 hydrogen vehicles on the road in the next five years, and South Korea 16,000. Germany wants to have 400 refuelling stations for hydrogen vehicles by 2025 and California has already opened 35.”

Fuel Cells
https://www.energy.gov/eere/fuelcells/fuel-cells
“Fuel cells work like batteries, but they do not run down or need recharging. They produce electricity and heat as long as fuel is supplied. A fuel cell consists of two electrodes—a negative electrode (or anode) and a positive electrode (or cathode)—sandwiched around an electrolyte. A fuel, such as hydrogen, is fed to the anode, and air is fed to the cathode.”

Toyota plans to expand production, shrink cost of hydrogen fuel cell vehicles
https://www.reuters.com/article/us-toyota-hydrogen/toyota-plans-to-expand-production-shrink-cost-of-hydrogen-fuel-cell-vehicles-idUSKBN1KG0Y0
“TOYOTA CITY (Reuters) - Toyota Motor Corp (7203.T) is doubling down on its investment in hydrogen fuel cell vehicles, designing lower-cost, mass-market passenger cars and SUVs and pushing the technology into buses and trucks to build economies of scale.”"
St. Louis Drive In - Incredibly Good Plate Lunches in Honolulu!,/watch?v=LnCVq9te9FA,Food,"A plate lunch is the quintessential meal to eat in Hawaii. Get all the details here: http://migrationology.com/2014/03/st-louis-drive-in-honolulu/

Okay let's just go ahead and say it straight up, St. Louis Drive In, doesn't exactly have the most Hawaiian sounding name - but they get their name from being at the base of a mountain known as St. Louis Heights. Anyway, now that we got that out of the way, we can move on to the delicious food, plate lunches to be more specific, that they serve.

What is a plate lunch? You'll hear the name plate lunch frequently when you are in Hawaii, and basically what it is, is a meal on a plate or packed into a foam box that includes a couple of scoops of rice, a scoop of macaroni salad, and whatever main dish you choose. Popular things to eat in a plate lunch include teriyaki chicken, teriyaki steak, fried mahi mahi fish, mochiko chicken, chicken katsu, and those are just a few. You will find restaurants serving plate lunches all over Hawaii and throughout Honolulu. The most famous plate lunch restaurant in Honolulu is known as Rainbow Drive In, but there's also L&L, which is a chain throughout Hawaii, and there are so many others.

As a tip from some of my relatives, on my most recent trip back to Honolulu, I went to eat at St. Louis Drive In, located in the Kaimuki area of Honolulu. As soon as you arrive to the small neighborhood restaurant, you can tell there's something special about it - it just has that classic old-skool feel to it. There's no indoor seating, so you look at the big menu, which is posted outside of the kitchen, and make your order. They have quite a few things on the menu, including all the normal plate lunches, and additionally they have some of their own unique specialties like beef stew, stroganoff, and some other Japanese and Western dishes cooked Hawaiian style.

If you go to St. Louis Drive In during a mealtime, you'll be in line with a lot of other people waiting for the delicious food. There are two things on the menu that I would really recommend, and I haven't tried everything on the menu yet, so these are just two things that I really enjoyed and I think you will too. Number one is the mixed seafood platter, a plate that comes with two scoops of rice, a side of fresh sashimi, some deep-fried mahi mahi fish, and finally to top things off, two deep-fried shrimp tempuras. The pile of seafood comes stacked on top of each other in a beautiful pyramid formation. The next thing I really loved at St. Louis Drive In is the grilled ahi tuna belly plate. They really have some high-quality tuna, and despite it being a real hole in the wall restaurant, they cook their fish perfectly. The tuna belly was absolutely succulent, full of those beautiful fish oils, and juicy beyond belief. Unlike other plate lunch restaurants in Hawaii, they don't include macaroni salad as one of the main dishes, but I think you can order it on the side if you really want it.

So even though this restaurant is kind of a fast food style Hawaii restaurant, I was pleasantly surprised at the quality of the food, and I'm speaking especially for the fish since that's what I ate. Everything was cooked perfectly and it was truly a wonderful meal. If you're looking for a delicious plate lunch in Honolulu be sure to take a trip over to St. Louis Drive In.

St. Louis Drive In, Honolulu, Hawaii
Address: 3145 Waialae Ave Honolulu, HI 96816
Open hours: 5 am - 11 pm daily
Prices: Very reasonable prices, most meals cost $ 7 - $10, and they have some special deals including student deals.

Music in this video courtesy of Audio Network
Get my FREE street food guide: http://wp.me/Psd9b-4pl
Follow my adventures on http://migrationology.com/blog & http://www.eatingthaifood.com/blog/
Bangkok 101 Guide: http://migrationology.com/ebook-101-things-to-do-in-bangkok/
Thai Food Guide: http://www.eatingthaifood.com/eating-thai-food-guide/

Thank you so much for watching this food and travel video by Mark Wiens. Don't forget to subscribe so you don't miss my next tasty adventure. You can subscribe right here: http://www.youtube.com/subscription_center?add_user=migrationology"
"Things To Do and Eat in Kuala Lumpur, Malaysia",/watch?v=yTBxJWAIzWA,travel blog,"Check out Facebook.Malaysia.Travel for more travel suggestions

Big Thanks
Tourism Malaysia
Mylen Yamamato"
ALEX TIENDA en CASO CERRADO?! (Parte 2),/watch?v=EhcBYfsf_Xs,travel blog,"""SEXO CON VEGETALES"" Era el nombre del caso... y sí, efectivamente salí en Caso Cerrado jaja.. aquí les platico cómo fue.

-------------------------------------------------
PRIMERA PARTE de este video: http://youtu.be/FNKPubyYm8o

--------------------------------------------------
Caso original parte 1: http://bit.ly/1kQs4wj
Caso original parte 2: http://bit.ly/SBm6ZT
Caso original parte 3: http://bit.ly/1rRvVmO
Caso original parte 4: http://bit.ly/1kGpkql

----------------------------------------------------

SUSCRÍBETE A MI CANAL ▶▶▶ http://bit.ly/14TnJRD ◀◀◀
Para conocer más sobre mis videos de viajes, comedia, reportajes!

AGRÉGAME EN:

ALEX TIENDA
Visita................. http://AlexTienda.com
Facebook........... http://facebook.com/AlexTienda
Twitter:............... http://twitter.com/AlexTienda
Instagram........... http://instagram.com/alextiendaviajes"
What Y Travel Blog is All About,/watch?v=Igimq41Yp84,travel blog,"Welcome to the Y Travel Blog YouTube Channel.

We are the Makepeace family - Caz, Craig, Kalyra and Savannah and we are on a mission to prove that travel doesn't stop after kids!

Originally from Australia, we just started a 3-year road trip around the USA and each Saturday we will publish a new family travel video.

We love inspiring others to travel and showing you how you can do it too! Our motto is ""Travel More, Create Better Memories""

Subscribe to our channel  so you don't miss an adventure and leave comments on our videos with your tips and stories!

We're very social so come connect with us on our blog and social channels below. We're doing what we can to help you travel more!

HELPFUL LINKS:

Free Travel Planning Toolkit: https://www.ytravelblog.com/unplugged-travel-more/

Website & Blog: https://www.ytravelblog.com/

Facebook: https://www.facebook.com/yTravelBlog/

Instagram: https://www.instagram.com/ytravelblog/

Twitter: https://twitter.com/yTravelBlog

Happy Travels,
Caz & Craig"
Auto SMT Glue screen printing for Electronic Manufacturing PCB assembly,/watch?v=KoqXdWuV2Mc,manufacturing,"We designed and manufactured auto insertion machine，SMT equipment, and providing spare parts support .
We provide totally solution for LED lighting SMT PCB assembly.
Worldwide Installation and on site support.
Factory (machine and lighting assembly) training.


1,Please visit : www.smthelp.com
 2, Find us more: https://www.facebook.com/autoinsertion
 3, Know more our team: https://cn.linkedin.com/in/smtsupplier
 4, Welcome to our factory in Shenzhen China
 5, Google：Auto+Insertion
 6, Looking forward to your email: jasonwu@smthelp.com We design and manufacture SMT equipment in Shenzhen China;

1, LED SMT solutions : one full line (1.2m printer + 20k CPH LED mounter + 6 zone oven) price lower at usd 50K.
http://www.smthelp.com/product/led-smt-machine/

2, Odd form insertion machine:
http://www.smthelp.com/product/s-7000i-odd-form-inserter/


3, Pneumatic stencil cleaner: ---No need electronic power, no fire and detonate caused; Simple operation, only Start, Stop and Reset, that is all;, Protecting Environmental, water recycle ;Lower consumption .
http://www.smthelp.com/product/stencil-cleaner-machine/

4, Spare parts support.
See why we are proud to be Southern Machinery .
http://www.smthelp.com/product/pcb-design-guideline/
1， LED Mounter
https://www.youtube.com/channel/UC4Z_P3S6qAYLHnlE-DU2OSA
2, Through hole technilogy
https://www.youtube.com/channel/UC6Pj74wjjEjtp-jneRoSL9Q
3,SMT Machine For PCB Assembly
https://www.youtube.com/channel/UCke0s_OM0eKflD8WmGSLm5A
4,Odd Form Insertion Machine/Feeder
https://www.youtube.com/channel/UCactVXP8IrU3l-vItOODRCA
5,AI SMT spare parts
https://www.youtube.com/channel/UCMuFHjsSuaIXnc3_3yNcwzw
6, Stencil Cleaner Machine Southern Machinery
https://www.youtube.com/channel/UCnMRyXlBFqJZHYuqaZVoK4Q
7,SMT pcb assembly LED
https://www.youtube.com/channel/UClX0iEG2bvJq8yUBEDamgDw

-~-~~-~~~-~~-~-
Please watch: ""How to operate Auto Insertion Machine to Assembly PCB by Through hole technology""
https://www.youtube.com/watch?v=cU8E8vVXQ7Y
Email: info@smthelp.com
-~-~~-~~~-~~-~-"
How much money does it cost to make a New song नया गाना बनाने मे कितना पैसा लगता है,/watch?v=mcQx-PsaJ8A,Art&Music,"How much money does it cost to create a New song नया गाना बनाने मे कितना पैसा लगता है...I have told all the things related to making of new song in this video...

My Songs My Creations
https://www.youtube.com/watch?v=MRZXOccnqR8&list=PLCDy4OQZ6LcmgOH5CO11XfQV2m0iL35-C

Basic Singing Lessons Paltas/Alankars for Beginners
https://www.youtube.com/playlist?list=PLCDy4OQZ6LcmD5gKUcVBj9HZhN_gHjIp0

Basic concepts of Harmonium
https://www.youtube.com/playlist?list=PLCDy4OQZ6LcnYia_joUQvJFMvgyqkNUvP

Bollywood/Bhakti song Tutorial (with notation) in Hindi/English
https://www.youtube.com/playlist?list=PLCDy4OQZ6Lcn2Co1LF1Oe1jMcHv5QBzhE

All Raags Bandish Collection/Notation
https://www.youtube.com/playlist?list=PLCDy4OQZ6LckdpKwpOt4NFGPDxPuNxyND

Harkat/Murki, Gamak/Aakar/Taan Singing Tips
https://www.youtube.com/playlist?list=PLCDy4OQZ6Lckh64ErDYF-yTFJZH0gFnyu

Singing Theory lessons of Indian Classical Music
https://www.youtube.com/playlist?list=PLCDy4OQZ6LcmyLxbezEh_GC6CMUXPIgi-

Sing with Taal (Understand Rhythm) for beginners
https://www.youtube.com/playlist?list=PLCDy4OQZ6LcnA8kItRr8PwTmVkf6O1sq0

If you want to donate or support this channel
Bhim upi: imrohit101@upi
paypal.me/imrohit101
Ask any question:
Whatsapp number +91 8678878793 (will reply on Sunday)

JOIN ME...!!! #IndianMusicART
Website: https://indianmusicart.com/
Facebook Page: https://www.facebook.com/IndianMusicART/
Instagram: https://www.instagram.com/IndianMusicART/
Twitter: https://twitter.com/IndianMusicART

Make Home studio Cheap and Best
https://www.youtube.com/playlist?list=PLCDy4OQZ6LcnxpKGj49jlFD_oMmEEM1qj

How to sing (Singing Tips) for beginners गाना कैसे गाना चाहिए
https://www.youtube.com/playlist?list=PLCDy4OQZ6LcmgTDXVr5vRHVfIiVTcu7N5

Raag Yaman राग यमन (Tutorials)
https://www.youtube.com/playlist?list=PLCDy4OQZ6LclMAdHnXOkdDN7O3rkJL2CY

Raag Bhairav राग भैरव (Tutorials)
https://www.youtube.com/playlist?list=PLCDy4OQZ6LckQ2GS2M1dtCFTNJtHMOY2Z

Raag Puriya Dhanashri राग पूरिया धनश्री (Tutorials)
https://www.youtube.com/playlist?list=PLCDy4OQZ6Lclk6P6L5Yaq5uW7QYiY2tlE

Raag Bihag राग बिहाग (Tutorials)
https://www.youtube.com/playlist?list=PLCDy4OQZ6Lcl7xb21gbNiXczHNx0TQkB6

Raag Brindavani Sarang राग बृंदाबनी सारंग (Tutorials)
https://www.youtube.com/playlist?list=PLCDy4OQZ6Lck7uFvCTy22jcV7hQAhe1A2

Raag Durga राग दुर्गा (Tutorials)
https://www.youtube.com/playlist?list=PLCDy4OQZ6LckjkVtJ7XkK--NLv7lsAsoD

Raag Kafi राग काफ़ी (Tutorials)
https://www.youtube.com/watch?v=f7qSABvEuEk

Indian Music ART live
https://www.youtube.com/playlist?list=PLCDy4OQZ6LclsWpdKYXaznopWJcrY7pO2

by Rohit kumar Singh"
A New Genetic Alphabet Is Creating Things Nature Has Never Seen,/watch?v=X3uHfRVjVVI,Science&Technology,"If you thought DNA was made of just A, T, G and C-- think again. Scientists have been expanding these options, and the resulting organisms could create the impossible.

What Happens When CRISPR Backfires? - https://youtu.be/8b_d3RIJJmo

Read More:

Organisms created with synthetic DNA pave way for entirely new life forms
https://www.theguardian.com/science/2017/jan/23/organisms-created-with-synthetic-dna-pave-way-for-new-entirely-new-life-forms
“Now, the first living organisms to thrive with an expanded genetic code have been made by researchers in work that paves the way for the creation and exploitation of entirely new life forms.”

We’ve added letters to the genetic code – and the results are amazing
https://www.newscientist.com/article/mg24032070-200-weve-added-letters-to-the-genetic-code-and-the-results-are-amazing/
“Benner and a few others have been chasing the dream of expanding the genetic alphabet for decades. Finally, one of them has succeeded in creating a life form that is not only founded on entirely novel genetic letters, but is also capable of using the instructions to assemble materials that incorporate wholly unnatural building blocks. This is life, but written with a whole new alphabet.”

Scientists Create First Semi-Synthetic Organism that Stores and Retrieves Unnatural Information
https://www.scripps.edu/news-and-events/press-room/2017/20171130romesberg.html
“These letters are the DNA bases G, C, A and T—and they spell out the instructions for making proteins in every organism on Earth. But scientists in a lab at The Scripps Research Institute (TSRI) have been working on something new.”

____________________

Elements is more than just a science show. It’s your science-loving best friend, tasked with keeping you updated and interested on all the compelling, innovative and groundbreaking science happening all around us. Join our passionate hosts as they help break down and present fascinating science, from quarks to quantum theory and beyond.

Seeker explains every aspect of our world through a lens of science, inspiring a new generation of curious minds who want to know how today’s discoveries in science, math, engineering and technology are impacting our lives, and shaping our future. Our stories parse meaning from the noise in a world of rapidly changing information.

Visit the Seeker website https://www.seeker.com/videos

Elements on Facebook  https://www.facebook.com/SeekerElements/

Subscribe now! http://www.youtube.com/subscription_center?add_user=dnewschannel

Seeker on Twitter http://twitter.com/seeker

Seeker on Facebook https://www.facebook.com/SeekerMedia/

Seeker http://www.seeker.com/"
Sir Isaac Newton vs Bill Nye. Epic Rap Battles of History,/watch?v=8yis7GzlXNM,History,"Sir Isaac Newton meets Bill Nye in this episode of Epic Rap Battles of History. Who won? You decide! [ERB Season 6 is coming in Spring 2019]
Download This Song: ► http://hyperurl.co/Newton-vs-Nye ◄

Want to go behind the scenes and see how we made this ERB video?
Check out this video: ► http://bit.ly/newtonnye ◄

See all the recent videos from ERB at: https://bit.ly/2Uud3dw
Buy ERB Season 5 Autographed CD's: https://erbmerch.com
Check out our new Teespring Merch Store: https://bit.ly/2E8lCGW
And don't forget to subscribe to our channel: https://bit.ly/2zBQU53

Thank you!
np & eL
#epicrapbattles #issacnewton #billnye

▼ CAST ▼
=========
Isaac Newton: Weird Al Yankovic
http://www.weirdal.com

Neil deGrasse Tyson: Chali 2na
http://youtube.com/chali2na

Bill Nye: Nice Peter
https://www.youtube.com/nicepeter

▼ CREW ▼
=========
Executive Producers:
Peter Shukoff & Lloyd Ahlquist

Created by:
Peter Shukoff & Lloyd Ahlquist

Directed by:
Nice Peter

Written by:
Nice Peter, EpicLLOYD & Zach Sherwin

Staff Writers:
Dante Cimadamore & Mike Betette

Song Produced by:
Nice Peter & Jose """"Choco"""" Reynoso

Song Mixed by:
Nice Peter and Jose """"Choco"""" Reynoso http://www.1200warriors.com

Beat Produced by:
Hollywood Legend
http://bit.ly/1ly3tyw

Edited by:
Andrew Sherman, Daniel Turcan, Ryan Moulton, and Nice Peter

VFX and Compositing:
Andrew Sherman and Ryan Moulton

Newton's Orbital Cannon by:
Nice Peter and Ryan Moulton

Director of Photography:
Jon Na and Layne Pavoggi

Costume Designer:
Sulai Lopez

Hair and Make Up:
Tara Lang

Assistant Make Up:
Brittany White

Gaffer:
Arthur Hong

Grip:
Yev Belilovsky

Music Supervisor & Playback:
Dante Cimadamore

Production Coordinator:
Atul Singh

Assistant Editors:
Ryan Moulton & Marc Chester

Office PA:
Shaun Lewin

Produced by:
Michelle Maloney for Maker Studios

▼ LINKS ▼
=========
http://erbofhistory.com
http://erbmerch.com
http://twitter.com/ERBofHistory
http://instagram.com/erb
http://facebook.com/erb
http://nicepeter.com
http://epiclloyd.com"
The Most Popular Foods Around The World (According To Instagram),/watch?v=VPHFD_VotGc,Food,"New York Is Killing The Insta-Food Game!

Check out more awesome BuzzFeedBlue videos!
http://bit.ly/YTbuzzfeedblue1

MUSIC
Hurley Mower
https://soundcloud.com/nedmowermusic

SFX provided by Audioblocks. 
(https://www.Audioblocks.com)

STILLS
Images licensed via Shutterstock, Inc.
Used with Permission

VIDEO
Film Footage courtesy of Shutterstock, Inc.
Used with Permission

SOURCES
https://photoworld.com/instagram-food-capitals/

GET MORE BUZZFEED
www.buzzfeed.com/videoteam
www.facebook.com/buzzfeedvideo
www.instagram.com/buzzfeedvideo
www.buzzfeed.com/video
www.youtube.com/buzzfeedvideo
www.youtube.com/buzzfeedyellow
www.youtube.com/buzzfeedblue
www.youtube.com/buzzfeedviolet

BUZZFEED BLUE
Bite-size knowledge for a big world from the BuzzFeed crew. New facts, hacks, and how-to videos posted daily! Subscribe to BuzzFeedBlue today! http://bit.ly/YTbuzzfeedblue1"
‘Deadliest shooting in US history’ caught on cam,/watch?v=jX6_1LNFWeg,History,"More than 50 people were killed and more than 200 injured in a mass shooting during an open-air music festival in Las Vegas, near the Mandalay Bay Resort and Casino on Sunday night.

FOLLOW RT'S LIVE UPDATES: https://on.rt.com/8oqx
RT LIVE http://rt.com/on-air

Subscribe to RT! http://www.youtube.com/subscription_center?add_user=RussiaToday

Like us on Facebook http://www.facebook.com/RTnews
Follow us on Twitter http://twitter.com/RT_com
Follow us on Instagram http://instagram.com/rt
Follow us on Google+ http://plus.google.com/+RT
Listen to us on Soundcloud: https://soundcloud.com/rttv

RT (Russia Today) is a global news network broadcasting from Moscow and Washington studios. RT is the first news channel to break the 1 billion YouTube views benchmark."
Why do coffee and alcohol make you PEE more?,/watch?v=S98EZosvRqg,Science&Technology,"TWEET IT: http://clicktotweet.com/U765A

Like long walks on the beach with a coffee in one hand, and a beer in the other? If there isn't a washroom nearby, you might want to rethink that. Find out why caffeine and alcohol affect the amount of water in your urine, and how it affects your body.

Written and created by Mitchell Moffit (twitter @mitchellmoffit) and Gregory Brown (twitter @whalewatchmeplz).

TWITTER: http://www.twitter.com/AsapSCIENCE
FACEBOOK: http://www.facebook.com/AsapSCIENCE

Music by Mitchell Moffit
http://www.mitchellmoffit.com

Art by Gregory and Mitchell
http://www.gregorybrownart.tumblr.com"
"Vegan Travel to Goa, India",/watch?v=mVhLhxdXzIg,travel blog,"Cody and Giselle visit Bean Me Up in the Anjuna area of Goa, India and eat some of the best food on the trip so far.

Eating some not so great food in Agra finally catches up with Cody and he has to make a visit to the hospital.

Connect with vegans around the world by joining our global community of compassionate vegan travelers: https://www.vegantravel.com/
http://www.mindfulwanderlust.com/

——————————

Follow along on our travels:
https://www.instagram.com/mindfulwanderlust/
https://www.facebook.com/mindfulwanderlust/
https://twitter.com/GiselleandCody


Cody and Giselle's Team Page https://www.vegantravel.com/vegan-travelers/vegan-travel-blogs/vegan-travelers-giselle-cody/
Cody's Blogger Page https://www.vegantravel.com/vegan-travelers/vegan-traveler-blog-cody/
Giselle's Blogger Page https://www.vegantravel.com/vegan-travelers/vegan-traveler-blog-giselle/

————————

Post and review your favorite vegan and vegan-friendly establishments: https://www.vegantravel.com/add/

Follow VeganTravel, wherever we go:
https://instagram.com/vegan.travel/
https://twitter.com/vegantravels
https://www.facebook.com/vegantravel
https://www.pinterest.com/vegantravel"
The history of our world in 18 minutes | David Christian,/watch?v=yqc9zX04DXs,History,"http://www.ted.com Backed by stunning illustrations, David Christian narrates a complete history of the universe, from the Big Bang to the Internet, in a riveting 18 minutes. This is ""Big History"": an enlightening, wide-angle look at complexity, life and humanity, set against our slim share of the cosmic timeline.

TEDTalks is a daily video podcast of the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes. TED stands for Technology, Entertainment, Design, and TEDTalks cover these topics as well as science, business, development and the arts. Closed captions and translated subtitles in a variety of languages are now available on TED.com, at http://www.ted.com/translate."
Manufacturing Life with J. Craig Venter,/watch?v=PKtozMvSsBk,manufacturing,"J. Craig Venter, CEO of Synthetic Genomics, talks about finding genomic-driven solutions to address global needs such as new sources of energy, food and vaccines in an interview with James Bennet, Editor-in-Chief of The Atlantic. This program is introduced by Pradeep Khosla, the new chancellor of the University of California, San Diego.  Series: ""The Atlantic Meets The Pacific"" [11/2012] [Public Affairs] [Show ID: 24359]
The Atlantic Meets the Pacific playlist: http://goo.gl/5V8Yb
The Atlantic Meets the Pacific on UCTV: http://www.uctv.tv/atlanticpacific
UCTV: http://www.uctv.tv"
